"OTU","Stress.Mean.Decrease.Gini","Kingdom","Phylum","Class","Order","Family","Genus","Stress.RF.Rank","Enrichment.Stress","ASV.Family"
"ASV55",0.0251142857142857,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,67,"Naive Post","ASV55  ( Lachnospiraceae )"
"ASV14",0.0248452380952381,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",68,"Naive Post","ASV14  ( Lachnospiraceae )"
"ASV158",0.0247333333333333,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1",69,"Naive Post","ASV158  ( Clostridiaceae )"
"ASV388",0.0246666666666667,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group",70,"Stress Post","ASV388  ( Anaerovoracaceae )"
"ASV65",0.0233523809523809,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae FCS020 group",71,"Naive Post","ASV65  ( Lachnospiraceae )"
"ASV486",0.023,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,72,"Stress Post","ASV486  ( NA )"
"ASV188",0.0227333333333333,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",73,"Stress Post","ASV188  ( Ruminococcaceae )"
"ASV317",0.0223333333333333,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,74,"Stress Post","ASV317  ( NA )"
"ASV81",0.0219166666666667,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-001",75,"Stress Post","ASV81  ( Lachnospiraceae )"
"ASV40",0.0218333333333333,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",76,"Naive Post","ASV40  ( Ruminococcaceae )"
"ASV145",0.021602380952381,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",77,"Stress Post","ASV145  ( Oscillospiraceae )"
"ASV415",0.0215190476190476,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",78,"Naive Post","ASV415  ( Oscillospiraceae )"
"ASV639",0.0212333333333333,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,79,"Stress Post","ASV639  ( NA )"
"ASV80",0.0202190476190476,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae FCS020 group",80,"Stress Post","ASV80  ( Lachnospiraceae )"
"ASV306",0.0201190476190476,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",81,"Naive Post","ASV306  ( Ruminococcaceae )"
"ASV125",0.0193333333333333,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia",82,"Stress Post","ASV125  ( Lachnospiraceae )"
"ASV402",0.0192666666666667,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,83,"Stress Post","ASV402  ( NA )"
"ASV104",0.0191333333333333,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,84,"Stress Post","ASV104  ( Lachnospiraceae )"
"ASV199",0.0189166666666667,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,85,"Stress Post","ASV199  ( NA )"
"ASV43",0.0188888888888889,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,86,"Naive Post","ASV43  ( Lachnospiraceae )"
"ASV373",0.0181746031746032,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,87,"Naive Post","ASV373  ( Lachnospiraceae )"
"ASV628",0.0179761904761905,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,88,"Naive Post","ASV628  ( NA )"
"ASV54",0.0176666666666667,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] xylanophilum group",89,"Naive Post","ASV54  ( Lachnospiraceae )"
"ASV493",0.0175,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",90,"Stress Post","ASV493  ( Lachnospiraceae )"
"ASV170",0.017,"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,91,"Naive Post","ASV170  ( [Eubacterium] coprostanoligenes group )"
"ASV167",0.0161666666666667,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-001",92,"Stress Post","ASV167  ( Lachnospiraceae )"
"ASV166",0.0153888888888889,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,93,"Naive Post","ASV166  ( NA )"
"ASV283",0.0146190476190476,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,94,"Naive Post","ASV283  ( NA )"
"ASV342",0.0145277777777778,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",95,"Stress Post","ASV342  ( Lachnospiraceae )"
"ASV136",0.0144333333333333,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,96,"Naive Post","ASV136  ( Lachnospiraceae )"
